,Age,SkinType,SkinConcerns,SkinTyone,Anti-Acne
8004,18-24,Dry,Acne,Dark,"Orange,Oat,Evening Primrose"
8005,25-34,Combination,Dark circles,Light,"Orange,Oat,Evening Primrose"
8006,18-24,Normal,Pores,Light,"Orange,Oat,Evening Primrose"
8008,13-17,Combination,Acne,Porcelain,"Orange,Oat,Evening Primrose"
8013,35-44,Oily,Acne,Light,"Orange,Oat,Evening Primrose"
8014,35-44,Combination,Uneven skin tones,Olive,"Orange,Oat,Evening Primrose"
8015,25-34,Combination,Cellulite,Fair,"Orange,Oat,Evening Primrose"
8016,25-34,Combination,Cellulite,Medium,"Orange,Oat,Evening Primrose"
8018,25-34,Dry,Redness,Tan,"Orange,Oat,Evening Primrose"
8019,25-34,Combination,Stretch marks,Light,"Orange,Oat,Evening Primrose"
8020,55-120,Combination,Acne,Porcelain,"Orange,Oat,Evening Primrose"
8021,18-24,Normal,Aging,Medium,"Orange,Oat,Evening Primrose"
8022,55-120,Normal,Aging,Light,"Orange,Oat,Evening Primrose"
8023,18-24,Dry,Redness,Tan,"Orange,Oat,Evening Primrose"
8024,13-17,Combination,Acne,Light,"Orange,Oat,Evening Primrose"
8026,25-34,Normal,Uneven skin tones,Light,"Orange,Oat,Evening Primrose"
8028,25-34,Dry,Redness,Medium,"Orange,Oat,Evening Primrose"
8041,55-120,Oily,Acne,Fair,"Orange,Oat,Evening Primrose"
8042,55-120,Combination,Acne,Fair,"Orange,Oat,Evening Primrose"
8046,13-17,Dry,Dullness,Light,"Orange,Oat,Evening Primrose"
8047,25-34,Combination,Sun damage,Fair,"Orange,Oat,Evening Primrose"
8052,45-54,Normal,Aging,Light,"Orange,Oat,Evening Primrose"
8053,18-24,Dry,Sensitivity,Fair,"Orange,Oat,Evening Primrose"
8056,55-120,Combination,Aging,Medium,"Orange,Oat,Evening Primrose"
8057,18-24,Oily,Dark circles,Medium,"Orange,Oat,Evening Primrose"
8063,18-24,Dry,Dark circles,Porcelain,"Orange,Oat,Evening Primrose"
8068,25-34,Combination,Calluses,Tan,"Orange,Oat,Evening Primrose"
8072,25-34,Combination,Acne,Porcelain,"Orange,Oat,Evening Primrose"
8073,25-34,Oily,Dark circles,Medium,"Orange,Oat,Evening Primrose"
8074,18-24,Combination,Dark circles,Medium,"Orange,Oat,Evening Primrose"
8075,25-34,Dry,Sensitivity,Fair,"Orange,Oat,Evening Primrose"
8076,55-120,Combination,Acne,Deep,"Orange,Oat,Evening Primrose"
8080,55-120,Dry,Dark circles,Light,"Orange,Oat,Evening Primrose"
8082,25-34,Oily,Acne,Olive,"Orange,Oat,Evening Primrose"
8083,18-24,Combination,Dullness,Fair,"Orange,Oat,Evening Primrose"
8088,25-34,Normal,Acne,Fair,"Orange,Oat,Evening Primrose"
8089,25-34,Dry,Dark circles,Light,"Orange,Oat,Evening Primrose"
8091,25-34,Normal,Aging,Olive,"Orange,Oat,Evening Primrose"
8097,25-34,Combination,Dullness,Fair,"Orange,Oat,Evening Primrose"
8099,25-34,Normal,Dark circles,Porcelain,"Orange,Oat,Evening Primrose"
8100,45-54,Combination,Acne,Medium,"Orange,Oat,Evening Primrose"
8101,18-24,Normal,Acne,Medium,"Orange,Oat,Evening Primrose"
8103,18-24,Normal,Aging,Fair,"Orange,Oat,Evening Primrose"
8108,13-17,Combination,Blackheads,Tan,"Orange,Oat,Evening Primrose"
8109,18-24,Dry,Redness,Medium,"Orange,Oat,Evening Primrose"
8110,55-120,Dry,Dullness,Tan,"Orange,Oat,Evening Primrose"
8116,25-34,Normal,Dullness,Light,"Orange,Oat,Evening Primrose"
8117,25-34,Normal,Pores,Porcelain,"Orange,Oat,Evening Primrose"
8123,13-17,Combination,Acne,Fair,"Orange,Oat,Evening Primrose"
8125,25-34,Dry,Blackheads,Light,"Orange,Oat,Evening Primrose"
8131,35-44,Dry,Dark circles,Olive,"Orange,Oat,Evening Primrose"
8140,35-44,Combination,Acne,Olive,"Orange,Oat,Evening Primrose"
8145,25-34,Combination,Blackheads,Tan,"Orange,Oat,Evening Primrose"
8151,18-24,Oily,Acne,Tan,"Orange,Oat,Evening Primrose"
8154,25-34,Dry,Aging,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8155,35-44,Combination,Aging,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8156,25-34,Combination,Acne,Dark,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8157,25-34,Dry,Aging,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8158,18-24,Oily,Acne,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8159,18-24,Combination,Acne,Dark,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8160,13-17,Combination,Acne,Olive,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8161,55-120,Oily,Acne,Porcelain,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8162,25-34,Combination,Aging,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8163,25-34,Oily,Aging,Olive,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8164,25-34,Oily,Acne,Olive,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8165,25-34,Normal,Aging,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8166,13-17,Dry,Sensitivity,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8167,25-34,Combination,Aging,Deep,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8168,25-34,Dry,Aging,Tan,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8169,45-54,Combination,Aging,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8170,25-34,Oily,Acne,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8171,25-34,Combination,Acne,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8172,25-34,Combination,Aging,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8173,18-24,Oily,Acne,Tan,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8174,18-24,Combination,Blackheads,Deep,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8175,25-34,Combination,Aging,Tan,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8176,25-34,Dry,Aging,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8177,25-34,Combination,Acne,Porcelain,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8178,13-17,Combination,Acne,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8179,25-34,Dry,Dullness,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8180,18-24,Combination,Acne,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8181,18-24,Dry,Acne,Tan,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8182,35-44,Combination,Uneven skin tones,Deep,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8183,25-34,Combination,Acne,Olive,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8184,18-24,Dry,Blackheads,Olive,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8185,25-34,Combination,Aging,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8186,25-34,Normal,Acne,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8187,25-34,Normal,Blackheads,Porcelain,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8188,25-34,Oily,Acne,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8189,18-24,Oily,Acne,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8192,25-34,Combination,Acne,Deep,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8193,35-44,Oily,Acne,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8194,25-34,Combination,Dullness,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8196,35-44,Oily,Blackheads,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8197,25-34,Oily,Acne,Deep,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8198,25-34,Oily,Acne,Tan,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8199,18-24,Dry,Aging,Tan,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8201,55-120,Combination,Acne,Olive,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8202,25-34,Combination,Acne,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8203,18-24,Dry,Dark circles,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8204,18-24,Dry,Acne,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8205,35-44,Oily,Acne,Olive,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8207,25-34,Dry,Acne,Porcelain,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8209,25-34,Dry,Acne,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8210,35-44,Dry,Blackheads,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8211,55-120,Combination,Acne,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8212,18-24,Combination,Acne,Olive,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8214,18-24,Oily,Acne,Deep,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8216,25-34,Dry,Dullness,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8219,25-34,Combination,Acne,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8220,18-24,Normal,Blackheads,Porcelain,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8221,25-34,Normal,Dark circles,Dark,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8225,13-17,Combination,Acne,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8227,45-54,Combination,Aging,Tan,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8228,13-17,Combination,Aging,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8229,25-34,Dry,Acne,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8231,25-34,Oily,Acne,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8234,18-24,Dry,Sun damage,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8235,25-34,Combination,Sensitivity,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8236,35-44,Dry,Redness,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8237,18-24,Combination,Acne,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8238,35-44,Combination,Acne,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8239,25-34,Combination,Sensitivity,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8241,35-44,Combination,Acne,Olive,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8245,18-24,Combination,Dullness,Olive,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8246,13-17,Dry,Aging,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8247,35-44,Dry,Acne,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8249,18-24,Dry,Aging,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8250,18-24,Dry,Blackheads,Porcelain,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8253,18-24,Combination,Blackheads,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8254,18-24,Combination,Acne,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8255,18-24,Combination,Pores,Ebony,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8258,13-17,Dry,Aging,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8259,18-24,Normal,Aging,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8263,18-24,Combination,Cuticles,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8264,13-17,Oily,Acne,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8265,18-24,Dry,Aging,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8269,35-44,Combination,Acne,Tan,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8270,18-24,Combination,Aging,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8271,25-34,Combination,Sun damage,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8272,18-24,Dry,Blackheads,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8273,18-24,Dry,Acne,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8274,35-44,Dry,Sensitivity,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8275,18-24,Dry,Acne,Porcelain,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8278,55-120,Dry,Blackheads,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8286,18-24,Combination,Acne,Porcelain,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8287,18-24,Combination,Blackheads,Tan,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8292,18-24,Normal,Aging,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8293,18-24,Oily,Blackheads,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8295,55-120,Normal,Acne,Olive,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8296,25-34,Normal,Acne,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8299,18-24,Oily,Blackheads,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8303,45-54,Combination,Acne,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8308,25-34,Normal,Blackheads,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8312,25-34,Normal,Sensitivity,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8314,35-44,Combination,Acne,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8315,25-34,Combination,Blackheads,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8316,25-34,Dry,Acne,Tan,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8317,55-120,Combination,Aging,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8319,18-24,Combination,Aging,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8323,55-120,Combination,Acne,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8325,18-24,Normal,Aging,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8330,25-34,Normal,Aging,Deep,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8339,25-34,Normal,Aging,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8341,25-34,Combination,Sensitivity,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8342,25-34,Combination,Dark circles,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8344,18-24,Dry,Acne,Olive,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8345,25-34,Combination,Dullness,Dark,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8348,25-34,Normal,Blackheads,Dark,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8349,18-24,Combination,Dark circles,Dark,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8351,25-34,Oily,Blackheads,Porcelain,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8353,25-34,Dry,Acne,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8357,18-24,Dry,Aging,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8358,18-24,Combination,Dullness,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8362,25-34,Normal,Blackheads,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8364,18-24,Combination,Acne,Tan,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8366,25-34,Combination,Aging,Dark,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8368,13-17,Combination,Acne,Porcelain,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8369,25-34,Dry,Blackheads,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8374,25-34,Combination,Blackheads,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8378,13-17,Dry,Blackheads,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8379,25-34,Normal,Acne,Tan,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8385,25-34,Dry,Blackheads,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8389,18-24,Oily,Aging,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8390,45-54,Combination,Dullness,Tan,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8395,18-24,Dry,Acne,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8399,13-17,Combination,Sun damage,Olive,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8402,18-24,Normal,Dullness,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8403,18-24,Oily,Acne,Porcelain,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8407,45-54,Combination,Aging,Deep,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8408,35-44,Combination,Acne,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8409,25-34,Dry,Aging,Porcelain,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8414,18-24,Combination,Aging,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8420,25-34,Combination,Aging,Olive,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8425,25-34,Oily,Acne,Porcelain,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8431,13-17,Combination,Acne,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8436,35-44,Combination,Acne,Deep,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8438,18-24,Combination,Blackheads,Olive,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8440,45-54,Combination,Aging,Porcelain,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8445,13-17,Dry,Dark circles,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8447,35-44,Dry,Acne,Porcelain,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8448,18-24,Oily,Acne,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8450,18-24,Normal,Sun damage,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8452,25-34,Dry,Dark circles,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8455,55-120,Normal,Acne,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8456,18-24,Normal,Acne,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8457,35-44,Normal,Acne,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8460,25-34,Oily,Blackheads,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8463,55-120,Dry,Dullness,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8467,25-34,Dry,Sensitivity,Dark,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8469,55-120,Oily,Acne,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8470,25-34,Dry,Dark circles,Medium,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8473,18-24,Dry,Sensitivity,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8475,18-24,Normal,Acne,Tan,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8476,18-24,Oily,Acne,Olive,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8477,18-24,Normal,Acne,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8482,18-24,Combination,Blackheads,Fair,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8486,18-24,Normal,Acne,Porcelain,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8487,18-24,Combination,Sun damage,Light,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
8488,25-34,Oily,Blackheads,Olive,"Lactic Acid,Salicylic Acid,Oat,Gluconolactone,Sulfur,Myrrh,Myrtus Communis"
